Kingdom,Phylum,Class,Order,Family,Genus,Species,SRR2107177,SRR2107212,SRR2107179,SRR2107211,SRR2107184,SRR2107215,SRR2107218,SRR2107180,SRR2107182
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,0,0,0,1,0,2,2,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,,15,3,0,8,0,80,100,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,1,0,0,2,0,6,6,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,,1,0,0,0,0,3,11,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,mucosaereuteri,0,0,0,0,0,6,3,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,,0,1,0,0,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,,0,0,0,0,0,0,2,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,kitaharae,0,0,0,1,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,cibaria,0,0,0,0,0,0,1,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,0,0,0,0,0,1,4,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,luteciaeminor,0,0,0,2,4,18,16,0,0
Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,,0,1,0,7,0,1,2,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Acidaminobacter,,0,0,1,0,0,1,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Fusibacter,,0,2,2,1,0,1,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae,Caldicoprobacter,,0,0,0,0,0,4,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator,,0,1,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clos_Clostridium,butyricumcelatumhiranonisintestinaleperfringenstetani,3,4,1,15,0,18,18,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,,3,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,,0,0,0,1,0,1,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,,0,1,1,1,0,0,3,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,0,1,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,obeumproducta,0,5,0,3,0,6,10,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,,0,0,0,0,0,0,3,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0,0,0,3,0,2,4,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,formicigenerans,0,5,0,1,0,1,2,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,,0,0,0,1,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,faecis,0,0,0,0,0,1,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lach_Ruminococcus,gnavustorques,0,0,0,2,0,0,3,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Anaerovorax,,0,1,0,0,0,1,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,,0,1,0,0,0,0,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Pept_Clostridium,ruminantiumdifficile,0,1,0,2,0,0,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,,0,0,0,0,0,4,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii,1,1,0,1,0,2,6,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0,2,0,0,0,4,2,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,cinnamivorans,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Rumi_Ruminococcus,bromiiflavefaciens,0,8,0,2,1,9,6,0,3
Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,,0,0,0,1,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Gallicola,,0,0,0,0,0,2,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Parvimonas,,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Sedimentibacter,,0,0,0,0,0,2,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Tepidimicrobium,,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Acidaminococcus,,0,0,0,0,0,2,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Anaerovibrio,,0,0,0,0,0,0,2,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,1,0,0,0,0,1,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megamonas,,0,1,0,0,0,1,4,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera,,0,0,0,1,2,2,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Mitsuokella,,0,0,0,0,0,0,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Pectinatus,,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Pelosinus,,0,0,0,0,0,0,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,,0,0,0,0,1,3,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Sporomusa,,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Succiniclasticum,,0,0,0,0,0,3,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Succinispira,mobilis,0,0,0,0,0,1,2,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Thermosinus,,0,0,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar,0,0,0,0,0,1,0,0,0
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,,0,0,0,0,0,1,0,0,0
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,p-1630-c5,0,0,0,1,0,0,2,0,0
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,,0,0,0,0,0,4,8,0,0
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Eubacterium,biformecylindroidesdolichum,0,2,0,1,0,12,7,0,0
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0,0,0,0,0,9,13,0,0
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,termitidis,0,0,0,0,0,1,3,0,0
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,moniliformis,0,0,0,0,0,1,1,0,0
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,,0,0,0,4,37,0,0,0,0
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,,10,8,5,98,0,0,0,6,1
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,,0,3,14,31,0,1,0,3,0
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Nostocoida,limicola,0,1,0,0,0,0,0,0,1
Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,,0,1,1,7,0,0,0,1,1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,,3,14,13,35,2,3,1,29,16
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Arthrospira,,0,0,0,4,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,,0,1,0,0,1,0,0,0,2
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,diminutapoindexterae,0,2,0,0,5,2,3,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,henricii,0,3,2,0,4,8,4,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana,,5,12,1,4,16,3,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,3,8,44,6,8,22,13,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Thalassospira,,4,1,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Fulvimarina,,2,0,0,0,2,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,,0,0,0,0,4,2,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,,1,1,1,0,0,12,3,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Chelatococcus,asaccharovorans,1,0,0,0,1,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,felis,4,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,,7,4,0,0,0,3,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,genosp.,8,1,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,elkanii,146,4,0,10,0,4,1,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,,2,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Brad_Pseudomonas,carboxydohydrogena,31,2,0,4,0,2,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,gallinifaecis,1,1,0,1,0,2,0,1,3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Paenochrobactrum,glaciei,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Pseudochrobactrum,,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,12,1,2,14,7,12,16,2,6
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,sulfonivoranszavarzinii,256,38,10,53,12,8,5,23,3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pannonibacter,phragmitetus,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Parvibaculum,,1,1,1,0,1,0,0,3,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,australicum,14,1,2,2,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Polymorphum,gilvum,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodobium,,1,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,elegans,43,5,1,13,5,0,5,1,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Roseibium,denhamense,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,adhaesivumhispanicumorganophilum,2,0,0,0,0,3,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila,,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,,6,4,0,1,0,12,3,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,,0,0,0,1,1,0,1,0,3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Rhodoblastus,acidophilus,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Chelativorans,,0,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,17,1,2,2,8,1,0,4,4
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,pacificus,0,0,1,1,0,0,0,0,4
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,,35,0,0,1,2,6,4,0,4
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,leguminosarum,9,2,0,1,1,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,,20,1,0,2,3,2,1,2,6
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,,1,0,1,2,0,5,3,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,doebereinerae,2,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Blastochloris,,1,0,0,0,0,0,0,1,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,,2,0,0,0,0,2,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Methylorhabdus,multivorans,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,autotrophicus,16,0,0,0,2,1,2,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,,1,0,1,1,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,oceanitis,0,0,2,0,0,0,0,5,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albidovulum,inexpectatum,0,0,0,0,2,0,0,1,7
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,donghaensis,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,,0,0,1,2,539,2,0,1,90
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Anaerospora,,0,0,0,0,1,2,2,1,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,granulosusnanhaiensis,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,,1,0,0,1,11,7,4,0,13
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Palleronia,marisminoris,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,aminovoranskawasakiensismarcusii,6,4,9,4,19,22,17,6,224
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,gallaeciensis,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoroseobacter,euryhalinus,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria,aquimaris,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobaca,,2,0,1,0,0,2,2,0,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,capsulatussphaeroides,6,6,72,87,96,70,109,45,59
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,,0,0,0,0,0,0,1,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,0,1,1,2,0,1,3,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,,0,0,0,0,0,0,0,0,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,,0,1,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,rubrifaciens,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,diazotrophicus,0,1,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovarius,lipocyclicus,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseococcus,,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,mucosa,0,0,0,0,1,2,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Swaminathania,,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,amazonense,0,1,0,1,0,0,2,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Caenispirillum,salinarum,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,,1,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,,0,2,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,fulvum,0,1,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,rubrum,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodovibrio,,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,tsutsugamushi,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,2,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Phytophthora,ramorum,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Pythium,ultimum,0,1,0,7,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,mathurensisnanhaisediminis,5,3,7,5,5,96,96,8,1
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythromicrobium,ramosum,0,0,0,1,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Lutibacterium,,0,1,6,3,0,14,16,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,,6,6,18,7,2,36,40,8,1
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,acidiphilumcapsulatumnitrogenifigensstygium,8,10,13,9,1,165,255,6,1
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,xenophagum,36,6,11,3,0,23,49,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,changbaiensiswittichiiyabuuchiae,29,4,10,8,0,37,45,10,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,alaskensis,31,0,75,1,0,14,13,39,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella,microcystinivorans,1,2,0,0,2,4,9,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,1,1,0,0,1,1,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,faecalis,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Denitrobacter,,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,,0,0,0,0,0,0,2,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Tetrathiobacter,kashmirensis,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,21,0,0,2,1,0,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,,10,4,0,5,3,1,3,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Salinispora,,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,caenidelafieldiifaciliswohlfahrtii,1,3,3,3,0,16,18,2,1
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,,1,4,0,10,0,11,4,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,,0,2,1,0,0,7,17,3,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,tertiaricarbonis,9,3,4,2,1,6,19,0,2
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Azohydromonas,,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,denitrificans,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,,13,8,3,6,0,36,25,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,,1,1,0,3,0,5,5,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,0,2,0,2,1,6,9,0,1
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,,5,5,0,1,0,15,7,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Giesbergeria,,1,9,22,7,0,32,20,2,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,,12,15,54,15,4,83,185,10,0
