Kingdom,Phylum,Class,Order,Family,Genus,Species,ERR1467143,ERR1467146,ERR1467154,ERR1470829,ERR1512985,ERR1512995,ERR1513004,ERR1513005,ERR1513006,ERR1525434,ERR1525436,ERR1525439,ERR1525446,ERR1467152,ERR1470825,ERR1470827,ERR1470830,ERR1512988,ERR1512993,ERR1514429,ERR1525437,ERR1525438,ERR1525440,ERR1525444,ERR1512987,ERR1512998,ERR1467142,ERR1467148,ERR1467149,ERR1512984,ERR1514428,ERR1525443,ERR1467150,ERR1470824,ERR1514430,ERR1525445,ERR1512997,ERR1514427,ERR1467144,ERR1467145,ERR1467151,ERR1470822,ERR1470828,ERR1513003,ERR1512986,ERR1512994,ERR1513007,ERR1525441,ERR1525442,ERR1467147,ERR1467153,ERR1470826,ERR1470823,ERR1467141,ERR1512996,ERR1513002,ERR1512989,ERR1512990,ERR1512991,ERR1512992,ERR1512999,ERR1513000,ERR1513001,ERR1525435
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Segniliparus,rotundus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Skermania,piniformis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Friedmanniella,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,daphniaeplantarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Propionicimonas,,3,0,4,1,4,2,2,5,4,1,1,2,1,2,3,1,3,0,6,13,0,1,3,1,4,0,1,2,2,3,3,3,4,3,4,0,2,4,6,7,6,2,3,0,1,0,1,1,0,7,2,6,6,2,0,4,0,3,1,1,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Prauseria,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Cellulosimicrobium,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Luteimicrobium,subarcticum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Brooklawnia,cerclae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Luteococcus,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Microlunatus,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnesgranulosum,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Tessaracoccus,bendigoensis,2,5,1,2,2,1,1,2,0,0,0,0,2,3,1,0,3,0,2,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,4,1,2,3,1,0,1,0,0,2,0,0,1,1,0,3,0,0,0,0,2,0,1,0,0,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Rarobacteraceae,Rarobacter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sanguibacteraceae,Sanguibacter,soli,3,2,0,0,1,0,1,0,0,0,1,0,0,1,2,4,1,0,3,3,0,2,2,3,1,1,0,1,0,1,0,2,1,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,2,2,0,1,0,0,1,1,0,2,1,1,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,lanatusmirabilis,16,0,3,0,0,0,1,0,1,0,0,0,0,30,1,0,0,0,2,0,0,0,8,0,0,0,21,0,0,0,0,0,0,11,0,2,0,0,23,26,0,19,0,0,0,0,0,0,0,0,13,35,22,0,0,0,0,0,0,1,0,0,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Tsukamurellaceae,Tsukamurella,,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Williamsiaceae,Williamsia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Yaniellaceae,Yaniella,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,adolescentisanimalisbifidumbrevelongumpseudolongum,30,22,34,27,23,6,34,58,34,9,23,3,19,72,35,28,37,9,26,51,6,21,34,8,30,16,40,37,64,32,44,27,28,30,7,25,27,48,29,74,41,77,22,11,22,19,21,2,6,65,16,37,56,21,12,29,0,16,14,14,0,0,0,6
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,,0,1,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,2,0,0,0,2,2,3,2,2,1,1,0,1,2,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,vaginae,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciensstercoris,10,9,15,4,9,0,11,13,13,2,2,4,9,26,17,7,21,0,17,10,1,3,10,4,3,7,18,17,20,8,14,8,12,16,3,14,12,23,17,21,15,26,10,3,3,7,9,6,4,21,7,17,15,8,11,11,0,8,16,12,0,0,0,4
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Eggerthella,lenta,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia,,0,1,0,0,0,0,2,0,0,0,1,0,0,4,0,1,0,0,2,1,0,0,0,0,0,1,0,2,7,1,0,1,0,2,2,1,1,0,0,3,0,0,1,1,0,0,0,0,0,1,0,3,0,1,0,2,0,0,1,1,0,0,0,0
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,acidifaciensbarnesiaecaccaecoprophiluscoprosuiseggerthiifragilisovatusplebeiusuniformis,120,39,12,47,63,15,62,57,67,30,47,20,40,35,52,182,86,75,52,60,87,39,24,137,33,27,48,54,71,19,92,174,66,73,413,90,34,59,53,39,53,55,83,21,63,58,26,29,27,57,23,22,28,129,54,69,0,42,56,45,0,0,0,48
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Mari_Cytophaga,fermentansxylanolytica,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,,1,0,0,1,2,0,0,5,4,0,0,0,1,1,0,1,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,2,5,1,4,0,3,2,1,2,1,1,1,6,1,0,1,0,2,1,1,0,2,0,2,2,0,0,0,0,0,1,5,3,1,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Paraprevotella,,9,2,0,1,1,0,0,1,0,1,0,0,1,0,1,9,2,2,3,1,0,0,1,2,1,0,2,0,3,0,2,7,1,1,13,3,2,0,0,1,3,0,6,0,2,2,0,0,0,6,0,1,1,4,0,1,0,1,3,3,0,0,0,2
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Para_Prevotella,,6,0,0,1,0,0,3,1,2,3,0,0,0,0,2,7,6,5,2,2,0,1,2,1,1,0,3,0,5,2,3,3,0,2,2,5,0,0,4,2,4,0,5,0,2,2,1,0,0,4,1,3,0,2,3,2,0,1,2,2,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,gadei,0,3,1,0,3,1,3,4,8,0,2,4,0,1,1,2,1,0,1,1,1,3,1,2,0,8,0,3,1,2,2,3,3,2,4,4,1,0,0,0,2,1,1,4,4,0,5,0,1,4,2,3,0,3,2,8,0,6,1,0,0,0,0,1
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,,13,14,1,1,3,12,8,11,7,7,5,9,7,3,4,20,14,23,5,8,21,10,5,10,5,7,2,2,14,32,13,16,4,5,264,13,8,10,8,5,13,3,10,10,7,16,21,2,5,11,4,11,3,25,9,12,0,8,11,3,0,0,0,2
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,distasonisgordonii,24,6,3,5,16,1,15,6,19,6,10,8,10,4,6,35,13,12,4,17,5,10,2,13,9,2,6,17,17,2,6,42,12,8,33,18,6,5,6,10,5,5,13,10,12,2,9,3,8,11,9,2,4,12,12,14,0,12,10,12,0,0,0,5
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,endodontalis,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prev_Prevotella,coprimelaninogenicananceiensispallensstercorea,85,50,9,72,41,7,46,26,46,7,23,12,68,20,50,155,101,68,33,24,21,28,21,97,23,3,24,64,72,11,57,116,92,62,198,67,24,31,73,53,90,60,87,9,69,54,11,21,16,43,14,25,33,96,31,49,0,40,42,65,0,0,0,21
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,indistinctusmassiliensis,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,boritolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Nitritalea,halalkaliphila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cyto_Cytophaga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,6,1,1,4,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,7,1,1,2,0,1,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pontibacter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flexibacter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha,ignava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,hongkongensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,,3,0,0,0,0,0,2,1,0,0,0,3,0,0,1,3,1,0,0,0,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,ochracea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Coccinimonas,marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,columnarefrigidariumgelidilacussuccinicans,90,58,19,119,34,30,34,37,29,16,20,27,111,28,56,380,244,61,25,36,9,30,22,161,63,24,25,114,98,52,18,381,66,83,238,173,22,9,38,46,51,60,180,51,70,29,33,6,24,56,41,78,85,103,24,60,0,18,72,35,0,0,0,13
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella,halotolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Krokinobacter,genikus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,maritimus,2,1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,2,1,1,0,0,0,0,0,0,4,1,0,3,0,2,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile,gromovii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,odoratimimus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,irgensii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
